ID,NAME,SERIAL,MANUFACTURER,MODEL,TYPE,CPU,RAM_MB,DISK_GB,OS,DOMAIN,LOCATION,BUILDING,ROOM,MACADDR,PURCHASE_DATE,WARRANTY_END
5129906,Latitude 5490,DLNVPRZTUF,Dell,LATITUDE-VZ-0756,Laptop,Intel Core i7-8650U,8192,256,Windows 11 Edu,PEDA.UVSQ,Vélizy,R&T,Salle 138,02:00:00:49:09:96,2023-02-22,2026-02-21
7543524,OptiPlex 7050,DL9WQ7U688,Dell,OPTIPLEX-RB-0757,Desktop,Intel Core i5-8250U,8192,256,Windows 10 Edu,WORKGROUP,Rambouillet,Bâtiment B,Salle 105,02:00:00:3F:ED:D4,2021-11-20,2026-11-19
8029562,Latitude 5490,DLRBJ9V6R4,Dell,LATITUDE-RB-0758,Laptop,Intel Core i5-10400,16384,512,Windows 11 Edu,WORKGROUP,Rambouillet,Bâtiment B,Bureau 214,02:00:00:1F:87:E6,2018-06-14,2023-06-13
7488420,OptiPlex 7050,DLCXD9C4NQ,Dell,OPTIPLEX-RB-0759,Desktop,Intel Core i7-8700,32768,512,Windows 11 Pro,WORKGROUP,Rambouillet,R&T,Salle 152,02:00:00:12:B3:9F,2018-02-09,2022-02-08
9506657,ThinkCentre M910,LNFP2K3WSK,Lenovo,THINKCENTRE-RB-0760,Desktop,Intel Core i5-10400,4096,512,Windows 11 Pro,PEDA.UVSQ,Rambouillet,Bâtiment A,Salle 135,02:00:00:6D:AB:12,2022-12-25,2026-12-24
2193671,OptiPlex 7050,DLU22NNMKU,Dell,OPTIPLEX-RB-0761,Desktop,Intel Core i5-8250U,16384,512,Windows 11 Pro,PEDA.UVSQ,Rambouillet,MMI,Bureau 221,02:00:00:49:8C:1F,2024-08-13,2028-08-12
1866156,Latitude 5490,DLY4J23XPM,Dell,LATITUDE-RB-0762,Laptop,Intel Core i5-7500,32768,256,Windows 11 Pro,ADM.UVSQ,Rambouillet,GEII,Salle 124,02:00:00:4F:9A:8A,2017-12-05,2022-12-04
8891892,OptiPlex 7070,DLWA8G4DPX,Dell,OPTIPLEX-RB-0763,Desktop,Intel Core i5-8250U,16384,512,Windows 11 Edu,ADM.UVSQ,Rambouillet,GEII,Salle 143,02:00:00:72:36:A5,2024-03-17,2027-03-17
5622498,OptiPlex 9020,DLXGZDLC3A,Dell,OPTIPLEX-VZ-0764,Desktop,Intel Core i7-8700,16384,256,Windows 11 Pro,ADM.UVSQ,Vélizy,R&T,Bureau 217,02:00:00:09:03:3D,2022-06-02,2027-06-01
8121641,ProOne 600 G5 AiO,HPRW7D5EE3,HP,PROONE-VZ-0765,AiO,Intel Core i7-8700,32768,256,Windows 11 Edu,PEDA.UVSQ,Vélizy,INFO,Bureau 219,02:00:00:0F:BB:42,2024-01-11,2028-01-10
7401436,OptiPlex 7060,DLUKJBHTZV,Dell,OPTIPLEX-RB-0766,Desktop,Intel Core i5-8250U,16384,1024,Windows 10 Pro,WORKGROUP,Rambouillet,INFO,Bureau 223,02:00:00:6C:D2:8F,2022-09-16,2026-09-15
8326218,Latitude 5490,DLDVZH9X99,Dell,LATITUDE-VZ-0767,Laptop,Intel Core i5-7500,16384,256,Windows 10 Pro,WORKGROUP,Vélizy,Bâtiment B,Salle 118,02:00:00:7C:01:4C,2019-09-11,2022-09-10
7243950,OptiPlex 7060,DLDV6D5JRF,Dell,OPTIPLEX-RB-0768,Desktop,Intel Core i5-10400,32768,1024,Windows 11 Edu,PEDA.UVSQ,Rambouillet,R&T,Salle 102,02:00:00:1C:C2:87,2022-08-09,2025-08-08
2254372,ProOne 600 G5 AiO,HPUS346T46,HP,PROONE-VZ-0769,AiO,Intel Core i5-7500,4096,512,Windows 10 Pro,PEDA.UVSQ,Vélizy,Bâtiment B,Salle 118,02:00:00:5A:7A:77,2023-06-22,2026-06-21
2984011,OptiPlex 7060,DLHASA9RFA,Dell,OPTIPLEX-RB-0770,Desktop,Intel Core i5-10400,4096,1024,Windows 10 Pro,WORKGROUP,Rambouillet,GEII,Bureau 229,02:00:00:61:C5:0C,2020-02-04,2025-02-02
5811596,OptiPlex 9020,DL8G7RLB6A,Dell,OPTIPLEX-RB-0771,Desktop,Intel Core i5-10400,32768,512,Windows 10 Edu,PEDA.UVSQ,Rambouillet,R&T,Salle 120,02:00:00:48:5D:1B,2021-11-19,2025-11-18
4645346,All-in-One 24-df,HPAXZUUDAU,HP,ALLINONE-RB-0772,AiO,Intel Core i5-8250U,32768,1024,Windows 10 Pro,PEDA.UVSQ,Rambouillet,GEII,Salle 136,02:00:00:6D:61:08,2022-11-24,2025-11-23
1297918,Latitude 5490,DLM6DGXKNH,Dell,LATITUDE-RB-0773,Laptop,Intel Core i5-8250U,4096,1024,Windows 11 Edu,PEDA.UVSQ,Rambouillet,Bâtiment A,Salle 135,02:00:00:4A:0E:13,2019-02-17,2022-02-16
2206047,OptiPlex 7050,DLHDWBJA6R,Dell,OPTIPLEX-VZ-0774,Desktop,Intel Core i5-7500,16384,256,Windows 11 Pro,ADM.UVSQ,Vélizy,R&T,Salle 122,02:00:00:2C:29:17,2020-12-23,2024-12-22
2772627,OptiPlex 7060,DL86SA9B97,Dell,OPTIPLEX-RB-0775,Desktop,Intel Core i5-6500,32768,512,Windows 10 Edu,WORKGROUP,Rambouillet,Bâtiment B,Bureau 221,02:00:00:14:41:D2,2024-09-21,2029-09-20
2867544,EliteDesk 800 G3,HPQ78S3887,HP,ELITEDESK-VZ-0776,Desktop,Intel Core i5-6500,4096,512,Windows 10 Edu,ADM.UVSQ,Vélizy,INFO,Salle 106,02:00:00:1E:36:04,2017-11-22,2021-11-21
1883456,OptiPlex 7070,DL7ZSEE64U,Dell,OPTIPLEX-RB-0777,Desktop,Intel Core i5-8250U,32768,512,Windows 10 Pro,PEDA.UVSQ,Rambouillet,MMI,Bureau 204,02:00:00:3E:35:D0,2018-06-17,2023-06-16
8011446,ProOne 600 G5 AiO,HP4LCQNA8Q,HP,PROONE-VZ-0778,AiO,Intel Core i5-6500,8192,1024,Windows 11 Edu,ADM.UVSQ,Vélizy,Bâtiment A,Salle 145,02:00:00:60:57:99,2021-06-14,2026-06-13
5093091,ProDesk 600 G3,HPVJE9WTT3,HP,PRODESK-VZ-0779,Desktop,Intel Core i5-7500,4096,256,Windows 11 Pro,WORKGROUP,Vélizy,Bâtiment A,Salle 134,02:00:00:10:0E:D6,2022-06-29,2027-06-28
4167279,ProDesk 400 G4,HP7KF4DZX5,HP,PRODESK-RB-0780,Desktop,Intel Core i5-10400,32768,1024,Windows 10 Edu,WORKGROUP,Rambouillet,INFO,Salle 125,02:00:00:13:F0:B4,2017-08-28,2022-08-27
3463275,OptiPlex 9020,DLQPU5583E,Dell,OPTIPLEX-VZ-0781,Desktop,Intel Core i5-10400,32768,512,Windows 11 Pro,WORKGROUP,Vélizy,GEII,Salle 143,02:00:00:5C:6E:57,2021-05-26,2026-05-25
1701315,OptiPlex 7050,DLGFM2CS7Q,Dell,OPTIPLEX-RB-0782,Desktop,Intel Core i5-7500,8192,512,Windows 10 Edu,PEDA.UVSQ,Rambouillet,INFO,Salle 135,02:00:00:0F:70:97,2020-05-31,2024-05-30
5138806,ProDesk 400 G4,HP48EAPK2H,HP,PRODESK-RB-0783,Desktop,Intel Core i5-10400,4096,512,Windows 10 Edu,WORKGROUP,Rambouillet,GEII,Salle 105,02:00:00:67:E1:BF,2021-10-02,2025-10-01
2451764,ProOne 600 G5 AiO,HPHP8E6U53,HP,PROONE-VZ-0784,AiO,Intel Core i7-8700,8192,512,Windows 11 Edu,WORKGROUP,Vélizy,INFO,Salle 123,02:00:00:5C:65:A1,2023-10-06,2027-10-05
2390517,OptiPlex 9020,DLS5LM2L73,Dell,OPTIPLEX-VZ-0785,Desktop,Intel Core i7-8650U,4096,512,Windows 11 Edu,PEDA.UVSQ,Vélizy,Bâtiment B,Bureau 226,02:00:00:0B:58:4B,2017-12-09,2022-12-08
4816127,OptiPlex 9020,DL3ZWHJ7LD,Dell,OPTIPLEX-RB-0786,Desktop,Intel Core i7-8700,8192,512,Windows 10 Pro,WORKGROUP,Rambouillet,GEII,Salle 147,02:00:00:79:64:CA,2022-06-30,2025-06-29
5524155,Latitude 5490,DL4WEUMUQ2,Dell,LATITUDE-VZ-0787,Laptop,Intel Core i5-10400,16384,1024,Windows 10 Pro,ADM.UVSQ,Vélizy,INFO,Bureau 207,02:00:00:3A:E7:29,2017-11-16,2020-11-15
9600169,OptiPlex 7060,DLWF3UAPUV,Dell,OPTIPLEX-VZ-0788,Desktop,Intel Core i5-10400,4096,512,Windows 10 Pro,WORKGROUP,Vélizy,INFO,Bureau 213,02:00:00:52:AB:22,2020-02-25,2025-02-23
2174230,OptiPlex 7050,DLJ4ZBCBQN,Dell,OPTIPLEX-VZ-0789,Desktop,Intel Core i5-10400,4096,512,Windows 10 Pro,ADM.UVSQ,Vélizy,R&T,Salle 158,02:00:00:47:11:E7,2017-03-12,2022-03-11
9451063,OptiPlex 7050,DLL862LAAP,Dell,OPTIPLEX-RB-0790,Desktop,Intel Core i5-8250U,32768,512,Windows 10 Edu,WORKGROUP,Rambouillet,MMI,Salle 131,02:00:00:03:20:47,2017-07-20,2022-07-19
8291529,OptiPlex 7060,DL4FWWVMXJ,Dell,OPTIPLEX-VZ-0791,Desktop,Intel Core i7-8650U,16384,512,Windows 10 Pro,ADM.UVSQ,Vélizy,Bâtiment B,Salle 127,02:00:00:7C:36:ED,2017-02-22,2022-02-21
6391080,ProDesk 600 G3,HPZTREHFUH,HP,PRODESK-VZ-0792,Desktop,Intel Core i5-6500,8192,256,Windows 11 Edu,PEDA.UVSQ,Vélizy,Bâtiment A,Bureau 229,02:00:00:1A:35:27,2021-10-15,2024-10-14
7510503,Latitude 5490,DLY4NLULG5,Dell,LATITUDE-VZ-0793,Laptop,Intel Core i5-7500,4096,1024,Windows 10 Edu,WORKGROUP,Vélizy,MMI,Bureau 227,02:00:00:3B:1A:34,2022-12-15,2027-12-14
9396903,OptiPlex 9020,DLEWFMQN7H,Dell,OPTIPLEX-VZ-0794,Desktop,Intel Core i7-8650U,8192,256,Windows 11 Pro,ADM.UVSQ,Vélizy,Bâtiment A,Salle 132,02:00:00:1A:9A:AB,2023-06-09,2026-06-08
1425906,OptiPlex 7060,DL6VKX2DYC,Dell,OPTIPLEX-VZ-0795,Desktop,Intel Core i7-8650U,8192,256,Windows 10 Edu,PEDA.UVSQ,Vélizy,INFO,Bureau 213,02:00:00:48:B6:CA,2019-10-09,2024-10-07
8859807,OptiPlex 7050,DLE9E8EQ56,Dell,OPTIPLEX-VZ-0796,Desktop,Intel Core i7-8700,16384,512,Windows 10 Edu,WORKGROUP,Vélizy,GEII,Bureau 210,02:00:00:18:A6:36,2017-07-12,2022-07-11
4077423,ProOne 600 G5 AiO,HPNA9BJAJZ,HP,PROONE-RB-0797,AiO,Intel Core i7-8650U,4096,512,Windows 11 Pro,PEDA.UVSQ,Rambouillet,Bâtiment A,Salle 112,02:00:00:32:C4:0B,2023-06-20,2027-06-19
1890934,OptiPlex 7070,DLAWHGJXVM,Dell,OPTIPLEX-RB-0798,Desktop,Intel Core i5-10400,16384,1024,Windows 11 Pro,ADM.UVSQ,Rambouillet,GEII,Salle 119,02:00:00:60:48:62,2018-03-08,2023-03-07
3304838,OptiPlex 7050,DL5VV79QP9,Dell,OPTIPLEX-VZ-0799,Desktop,Intel Core i5-6500,16384,256,Windows 10 Edu,ADM.UVSQ,Vélizy,Bâtiment A,Bureau 213,02:00:00:4C:13:D0,2018-07-24,2022-07-23
6624831,OptiPlex 7060,DLQ9CY4CNE,Dell,OPTIPLEX-VZ-0800,Desktop,Intel Core i5-10400,4096,256,Windows 10 Pro,WORKGROUP,Vélizy,Bâtiment A,Salle 120,02:00:00:35:A9:CC,2021-11-15,2024-11-14
7404584,ThinkPad T480,LN8FFFK4FY,Lenovo,THINKPAD-VZ-0801,Laptop,Intel Core i7-8700,8192,1024,Windows 11 Pro,PEDA.UVSQ,Vélizy,R&T,Salle 134,02:00:00:06:BE:0B,2017-06-12,2022-06-11
6077512,All-in-One 24-df,HPPTTB2NSE,HP,ALLINONE-RB-0802,AiO,Intel Core i5-8250U,4096,256,Windows 10 Pro,WORKGROUP,Rambouillet,Bâtiment A,Bureau 222,02:00:00:07:38:25,2022-12-24,2027-12-23
8063693,OptiPlex 7070,DLQS3CMFRP,Dell,OPTIPLEX-VZ-0803,Desktop,Intel Core i7-8650U,4096,512,Windows 10 Edu,WORKGROUP,Vélizy,MMI,Salle 145,02:00:00:28:CC:43,2022-03-29,2025-03-28
3678420,All-in-One 24-df,HPU4YE2P9C,HP,ALLINONE-VZ-0804,AiO,Intel Core i7-8650U,32768,512,Windows 10 Pro,PEDA.UVSQ,Vélizy,R&T,Bureau 225,02:00:00:38:FF:25,2021-07-18,2024-07-17
2138688,OptiPlex 7050,DL9TPNHVCV,Dell,OPTIPLEX-RB-0805,Desktop,Intel Core i5-7500,8192,1024,Windows 11 Pro,ADM.UVSQ,Rambouillet,MMI,Salle 121,02:00:00:09:A1:4C,2021-12-13,2026-12-12
9699205,ProOne 600 G5 AiO,HPK87TJL6R,HP,PROONE-VZ-0806,AiO,Intel Core i5-10400,16384,256,Windows 10 Edu,ADM.UVSQ,Vélizy,INFO,Salle 157,02:00:00:37:1B:D3,2019-12-09,2024-12-07
4102996,OptiPlex 7050,DLDND5SCN8,Dell,OPTIPLEX-VZ-0807,Desktop,Intel Core i7-8650U,8192,256,Windows 11 Edu,PEDA.UVSQ,Vélizy,MMI,Salle 136,02:00:00:7C:E8:E9,2020-03-01,2025-02-28
3983996,Latitude 5490,DLUEXV8HMA,Dell,LATITUDE-RB-0808,Laptop,Intel Core i7-8700,4096,256,Windows 10 Edu,ADM.UVSQ,Rambouillet,MMI,Salle 118,02:00:00:58:ED:C9,2017-09-21,2021-09-20
8801526,ProDesk 400 G4,HPM7AT9V6K,HP,PRODESK-VZ-0809,Desktop,Intel Core i7-8650U,4096,256,Windows 11 Edu,PEDA.UVSQ,Vélizy,INFO,Bureau 223,02:00:00:23:DF:3D,2021-02-04,2024-02-04
7790853,ProDesk 600 G3,HPMT85FZMT,HP,PRODESK-VZ-0810,Desktop,Intel Core i5-6500,16384,256,Windows 10 Pro,WORKGROUP,Vélizy,R&T,Salle 113,02:00:00:57:66:A1,2019-01-08,2022-01-07
6794483,Latitude 5490,DLNAWN2KJJ,Dell,LATITUDE-VZ-0811,Laptop,Intel Core i7-8650U,32768,256,Windows 10 Pro,PEDA.UVSQ,Vélizy,INFO,Bureau 205,02:00:00:39:22:C8,2018-12-28,2021-12-27
4031640,OptiPlex 7050,DLGHABSEK5,Dell,OPTIPLEX-RB-0812,Desktop,Intel Core i5-8250U,32768,1024,Windows 10 Edu,WORKGROUP,Rambouillet,MMI,Bureau 206,02:00:00:05:B8:4D,2017-03-27,2020-03-26
5760334,EliteDesk 800 G3,HP5Q7C8JDZ,HP,ELITEDESK-VZ-0813,Desktop,Intel Core i5-8250U,8192,256,Windows 11 Edu,PEDA.UVSQ,Vélizy,INFO,Salle 110,02:00:00:19:8B:AC,2019-08-09,2023-08-08
5561189,OptiPlex 7050,DLSWPUN2RC,Dell,OPTIPLEX-RB-0814,Desktop,Intel Core i7-8650U,4096,256,Windows 10 Edu,PEDA.UVSQ,Rambouillet,Bâtiment A,Bureau 229,02:00:00:0B:B5:44,2020-07-28,2023-07-28
2240876,EliteDesk 800 G3,HPKU64K88D,HP,ELITEDESK-VZ-0815,Desktop,Intel Core i7-8650U,8192,256,Windows 11 Edu,PEDA.UVSQ,Vélizy,Bâtiment B,Salle 149,02:00:00:62:3A:47,2019-10-03,2022-10-02
4850676,Latitude 5490,DLEXG7MBJ3,Dell,LATITUDE-RB-0816,Laptop,Intel Core i7-8700,16384,1024,Windows 10 Edu,PEDA.UVSQ,Rambouillet,MMI,Salle 108,02:00:00:15:DF:02,2022-06-06,2026-06-05
6192851,OptiPlex 9020,DLG2CDZ9SV,Dell,OPTIPLEX-VZ-0817,Desktop,Intel Core i5-6500,32768,512,Windows 10 Pro,WORKGROUP,Vélizy,INFO,Bureau 209,02:00:00:75:88:37,2018-07-29,2021-07-28
1095818,OptiPlex 9020,DLYLAYRUV3,Dell,OPTIPLEX-RB-0818,Desktop,Intel Core i7-8700,4096,512,Windows 10 Pro,PEDA.UVSQ,Rambouillet,Bâtiment A,Salle 134,02:00:00:68:A7:F0,2020-05-08,2025-05-07
2138643,OptiPlex 7060,DLV34F7XW8,Dell,OPTIPLEX-VZ-0819,Desktop,Intel Core i5-8250U,16384,256,Windows 11 Edu,PEDA.UVSQ,Vélizy,GEII,Salle 134,02:00:00:6A:8F:33,2017-08-14,2020-08-13
2646358,OptiPlex 7070,DLNNRHY7LW,Dell,OPTIPLEX-RB-0820,Desktop,Intel Core i5-7500,8192,1024,Windows 11 Edu,PEDA.UVSQ,Rambouillet,R&T,Salle 147,02:00:00:29:62:5B,2024-11-05,2029-11-04
3769003,OptiPlex 7070,DLJXJQDBZE,Dell,OPTIPLEX-VZ-0821,Desktop,Intel Core i5-6500,32768,1024,Windows 11 Pro,PEDA.UVSQ,Vélizy,INFO,Bureau 220,02:00:00:23:E2:C8,2020-03-27,2025-03-26
8014294,OptiPlex 7070,DLKYV28EZZ,Dell,OPTIPLEX-VZ-0822,Desktop,Intel Core i5-10400,8192,512,Windows 10 Edu,ADM.UVSQ,Vélizy,R&T,Bureau 215,02:00:00:5C:4B:7D,2021-11-26,2024-11-25
3784790,OptiPlex 9020,DLKTKZCV4Q,Dell,OPTIPLEX-RB-0823,Desktop,Intel Core i5-7500,32768,1024,Windows 11 Pro,WORKGROUP,Rambouillet,Bâtiment A,Salle 158,02:00:00:40:23:33,2021-06-21,2024-06-20
3592459,EliteDesk 800 G3,HPDJ2GPY9R,HP,ELITEDESK-VZ-0824,Desktop,Intel Core i7-8650U,4096,256,Windows 10 Pro,PEDA.UVSQ,Vélizy,MMI,Bureau 226,02:00:00:28:83:0F,2022-04-17,2025-04-16
8929741,ProDesk 400 G4,HPXBLVLQR5,HP,PRODESK-VZ-0825,Desktop,Intel Core i7-8650U,4096,1024,Windows 10 Pro,ADM.UVSQ,Vélizy,Bâtiment A,Bureau 202,02:00:00:0B:96:5F,2018-03-19,2022-03-18
7759247,OptiPlex 7060,DL3JESUWZ5,Dell,OPTIPLEX-RB-0826,Desktop,Intel Core i5-6500,8192,256,Windows 10 Edu,WORKGROUP,Rambouillet,MMI,Bureau 206,02:00:00:7C:8C:43,2024-01-05,2027-01-04
3190853,OptiPlex 9020,DLFWPQ7YV2,Dell,OPTIPLEX-RB-0827,Desktop,Intel Core i5-10400,4096,1024,Windows 11 Edu,WORKGROUP,Rambouillet,R&T,Bureau 218,02:00:00:6F:B2:48,2017-03-02,2022-03-01
3069210,OptiPlex 7060,DLYWV57NVV,Dell,OPTIPLEX-RB-0828,Desktop,Intel Core i5-7500,8192,512,Windows 11 Pro,WORKGROUP,Rambouillet,Bâtiment B,Bureau 225,02:00:00:33:DA:EE,2020-01-09,2024-01-08
7448899,ProDesk 400 G4,HPTFFAZ3ZM,HP,PRODESK-RB-0829,Desktop,Intel Core i5-6500,8192,256,Windows 10 Pro,WORKGROUP,Rambouillet,INFO,Bureau 225,02:00:00:05:B1:E1,2019-09-08,2022-09-07
7198598,OptiPlex 7070,DL6DNQQ7WB,Dell,OPTIPLEX-VZ-0830,Desktop,Intel Core i5-7500,16384,256,Windows 10 Pro,WORKGROUP,Vélizy,MMI,Bureau 221,02:00:00:7E:F9:C0,2018-11-02,2022-11-01
4691168,ProDesk 600 G3,HPCNXHX7GS,HP,PRODESK-VZ-0831,Desktop,Intel Core i5-10400,8192,512,Windows 11 Pro,WORKGROUP,Vélizy,INFO,Salle 129,02:00:00:7D:51:DE,2019-06-30,2023-06-29
7097943,ProOne 600 G5 AiO,HPXBUAZME9,HP,PROONE-VZ-0832,AiO,Intel Core i5-8250U,32768,1024,Windows 10 Edu,ADM.UVSQ,Vélizy,MMI,Salle 133,02:00:00:2A:41:60,2019-05-27,2024-05-25
1390963,OptiPlex 7060,DLH7LDN4ZT,Dell,OPTIPLEX-VZ-0833,Desktop,Intel Core i7-8650U,8192,256,Windows 11 Pro,PEDA.UVSQ,Vélizy,Bâtiment A,Salle 140,02:00:00:2E:5C:77,2023-06-22,2028-06-20
5047421,OptiPlex 7050,DLGMJTP87D,Dell,OPTIPLEX-RB-0834,Desktop,Intel Core i5-8250U,8192,1024,Windows 10 Pro,WORKGROUP,Rambouillet,Bâtiment A,Salle 110,02:00:00:05:8F:3B,2022-05-20,2025-05-19
7120825,OptiPlex 7050,DLG9EL5N3A,Dell,OPTIPLEX-RB-0835,Desktop,Intel Core i7-8650U,32768,512,Windows 11 Edu,PEDA.UVSQ,Rambouillet,MMI,Salle 113,02:00:00:24:4F:4F,2023-07-18,2028-07-16
6290744,OptiPlex 9020,DL3BLUYY3E,Dell,OPTIPLEX-VZ-0836,Desktop,Intel Core i7-8650U,8192,1024,Windows 10 Edu,ADM.UVSQ,Vélizy,GEII,Salle 156,02:00:00:02:19:09,2018-07-02,2023-07-01
1276880,ThinkCentre M910,LNMQLK89M8,Lenovo,THINKCENTRE-RB-0837,Desktop,Intel Core i5-6500,16384,512,Windows 10 Edu,PEDA.UVSQ,Rambouillet,MMI,Salle 125,02:00:00:72:D4:D9,2017-04-01,2022-03-31
4182628,All-in-One 24-df,HPUTU4NC7Y,HP,ALLINONE-VZ-0838,AiO,Intel Core i7-8700,16384,1024,Windows 11 Edu,WORKGROUP,Vélizy,Bâtiment A,Salle 134,02:00:00:3F:E7:2F,2020-05-18,2025-05-17
5904655,All-in-One 24-df,HPHG9BKN5W,HP,ALLINONE-VZ-0839,AiO,Intel Core i5-7500,16384,256,Windows 10 Edu,PEDA.UVSQ,Vélizy,R&T,Bureau 211,02:00:00:0B:54:0B,2021-12-11,2025-12-10
7392308,EliteDesk 800 G3,HPE52C9TMA,HP,ELITEDESK-RB-0840,Desktop,Intel Core i5-8250U,8192,1024,Windows 10 Edu,PEDA.UVSQ,Rambouillet,R&T,Bureau 201,02:00:00:4B:06:82,2022-12-18,2027-12-17
4453748,ThinkCentre M720,LNUSWZXWV8,Lenovo,THINKCENTRE-RB-0841,Desktop,Intel Core i5-8250U,8192,256,Windows 10 Edu,PEDA.UVSQ,Rambouillet,GEII,Bureau 228,02:00:00:40:74:6E,2024-02-11,2027-02-10
6736120,ProOne 600 G5 AiO,HPQ9XDGXP8,HP,PROONE-VZ-0842,AiO,Intel Core i7-8650U,16384,256,Windows 11 Pro,WORKGROUP,Vélizy,Bâtiment B,Salle 152,02:00:00:0B:7B:0D,2022-07-15,2026-07-14
2091617,OptiPlex 7050,DLG75EGZZY,Dell,OPTIPLEX-RB-0843,Desktop,Intel Core i5-8250U,32768,512,Windows 10 Edu,ADM.UVSQ,Rambouillet,R&T,Bureau 227,02:00:00:2F:FC:E6,2021-04-09,2024-04-08
9440725,OptiPlex 7050,DL5P75Q8B5,Dell,OPTIPLEX-VZ-0844,Desktop,Intel Core i5-8250U,8192,1024,Windows 11 Edu,ADM.UVSQ,Vélizy,Bâtiment A,Bureau 208,02:00:00:0C:8E:76,2018-11-20,2021-11-19
8194821,OptiPlex 9020,DLYW9VSAF9,Dell,OPTIPLEX-RB-0845,Desktop,Intel Core i5-8250U,4096,256,Windows 10 Pro,ADM.UVSQ,Rambouillet,MMI,Bureau 207,02:00:00:27:36:44,2020-06-24,2024-06-23
4671197,ThinkCentre M910,LN682RZTA3,Lenovo,THINKCENTRE-VZ-0846,Desktop,Intel Core i5-6500,32768,256,Windows 10 Edu,PEDA.UVSQ,Vélizy,INFO,Bureau 229,02:00:00:42:F0:C4,2021-02-15,2024-02-15
1318342,OptiPlex 7050,DLMRGWJEG8,Dell,OPTIPLEX-VZ-0847,Desktop,Intel Core i7-8650U,8192,512,Windows 11 Pro,PEDA.UVSQ,Vélizy,MMI,Salle 151,02:00:00:37:21:1F,2024-07-02,2029-07-01
3200855,ProOne 600 G5 AiO,HPANYUVDR7,HP,PROONE-RB-0848,AiO,Intel Core i5-6500,16384,256,Windows 11 Pro,PEDA.UVSQ,Rambouillet,GEII,Salle 131,02:00:00:47:27:62,2018-02-05,2023-02-04
5193299,OptiPlex 7070,DLWPWVKXWS,Dell,OPTIPLEX-RB-0849,Desktop,Intel Core i5-6500,16384,1024,Windows 10 Edu,ADM.UVSQ,Rambouillet,INFO,Salle 122,02:00:00:65:37:A6,2020-06-23,2024-06-22
2110420,ProDesk 400 G4,HPFRJ99X6E,HP,PRODESK-VZ-0850,Desktop,Intel Core i7-8700,4096,256,Windows 10 Pro,PEDA.UVSQ,Vélizy,GEII,Salle 121,02:00:00:0D:4F:CA,2017-12-30,2022-12-29
3494945,OptiPlex 7050,DL3HPW8Z9D,Dell,OPTIPLEX-VZ-0851,Desktop,Intel Core i5-10400,8192,1024,Windows 11 Pro,WORKGROUP,Vélizy,INFO,Salle 141,02:00:00:28:D0:80,2022-11-30,2027-11-29
4333228,ProDesk 600 G3,HPK28E8L97,HP,PRODESK-RB-0852,Desktop,Intel Core i7-8650U,4096,512,Windows 10 Pro,ADM.UVSQ,Rambouillet,INFO,Salle 101,02:00:00:44:D2:52,2021-03-20,2025-03-19
8102283,EliteDesk 800 G3,HPS64ZJCG6,HP,ELITEDESK-RB-0853,Desktop,Intel Core i7-8700,8192,1024,Windows 10 Edu,WORKGROUP,Rambouillet,Bâtiment B,Bureau 210,02:00:00:50:B0:B3,2023-06-22,2028-06-20
9670786,All-in-One 24-df,HPM34PNQHQ,HP,ALLINONE-RB-0854,AiO,Intel Core i7-8650U,8192,512,Windows 10 Pro,PEDA.UVSQ,Rambouillet,INFO,Salle 132,02:00:00:02:15:AB,2023-10-29,2028-10-27
2035478,All-in-One 24-df,HP45JMGS8T,HP,ALLINONE-RB-0855,AiO,Intel Core i5-6500,32768,1024,Windows 10 Pro,PEDA.UVSQ,Rambouillet,R&T,Salle 153,02:00:00:09:29:80,2018-06-17,2023-06-16
4346541,OptiPlex 7050,DLES4N8PJ7,Dell,OPTIPLEX-VZ-0856,Desktop,Intel Core i5-7500,16384,256,Windows 10 Pro,WORKGROUP,Vélizy,Bâtiment A,Salle 149,02:00:00:03:C5:9B,2018-04-22,2021-04-21
8491505,ThinkPad T480,LNPWME599G,Lenovo,THINKPAD-RB-0857,Laptop,Intel Core i5-8250U,32768,512,Windows 11 Edu,ADM.UVSQ,Rambouillet,Bâtiment A,Bureau 213,02:00:00:67:66:E7,2018-06-20,2022-06-19
7955091,OptiPlex 9020,DL7LDUS75L,Dell,OPTIPLEX-RB-0858,Desktop,Intel Core i5-7500,8192,512,Windows 10 Edu,ADM.UVSQ,Rambouillet,MMI,Bureau 207,02:00:00:5F:D1:E8,2024-05-19,2028-05-18
8985783,ProOne 600 G5 AiO,HPABFGL5L8,HP,PROONE-RB-0859,AiO,Intel Core i5-7500,32768,1024,Windows 10 Pro,PEDA.UVSQ,Rambouillet,GEII,Salle 135,02:00:00:39:42:82,2018-03-18,2021-03-17
6621378,OptiPlex 7060,DLNCRWNLGN,Dell,OPTIPLEX-RB-0860,Desktop,Intel Core i5-10400,16384,1024,Windows 11 Edu,PEDA.UVSQ,Rambouillet,Bâtiment B,Bureau 229,02:00:00:02:5B:50,2020-07-14,2023-07-14
6668532,OptiPlex 7070,DLBE9TEHGN,Dell,OPTIPLEX-RB-0861,Desktop,Intel Core i5-10400,4096,512,Windows 10 Edu,PEDA.UVSQ,Rambouillet,Bâtiment B,Salle 159,02:00:00:6B:8C:7A,2024-02-04,2028-02-03
